geonames_id,Place_geonames_id,lat_geonames_id,lon_geonames_id
3836004,Santa Rosa,-28.44259,-65.71077
3836005,Santa Rosa,-28.04369,-67.58196
3836006,Santa Rosa,-27.88333,-63.96667
3836007,Santa Rosa,-26.5,-63.65
3836008,Santa Rosa,-25.68096,-66.07478
3836009,Santa Rosa,-24.244,-62.69498
3836010,Santa Rosa,-23.7842,-61.48257
3836011,Santa Rosa,-23.39432,-64.42509
3836012,Santa Rosa,-23.33333,-65.13333
3836013,Santa Rosa,-28.83723,-66.49206
3836014,Santa Rosa,-32.86667,-61.48333
3836015,Santa Rosa,-30.75,-67.45
3836016,Santa Rosa,-28.6904,-63.19211
3836017,Santa Rosa,-22.78333,-65
3836018,Santa Rosa,-36.83333,-66.16667
3836019,Santa Rosa,-32.85,-65.7
3836020,Santa Rosa,-30.07296,-66.83862
3836021,Santa Rosa,-28.93333,-69.31667
3836022,Santa Rosa,-28.48333,-64.71667
3836023,Santa Rosa,-28.3,-64.71667
3836024,Santa Rosa,-27.96667,-64.15
3836025,Santa Rosa,-27.79251,-63.74559
3836026,Santa Rosa,-27.35911,-63.70505
3836027,Santa Rosa,-25.45,-63.98333
3836028,Santa Rosa,-25.41747,-65.82515
3836029,Santa Rosa,-23.75793,-65.46518
3836030,Estancia Santa Rita Vieja,-36.31667,-62.05
3836031,Puesto Santa Rita,-30.2704,-66.18598
3836032,Fábrica Santa Rita,-32.61659,-68.66056
3836033,Estancia Santa Rita,-37.64027,-60.72508
3836034,Estancia Santa Rita,-37.29812,-61.46844
3836035,Estancia Santa Rita,-37.10864,-62.50596
3836036,Estancia Santa Rita,-36.91667,-62.38333
3836037,Santa Rita,-36.31405,-62.0618
3836038,Estancia Santa Rita,-35.82934,-60.15156
3836039,Estancia Santa Rita,-35.33333,-61.88333
3836040,Estancia Santa Rita,-34.93118,-60.9494
3836041,Estancia Santa Rita,-33.78333,-65.18333
3836042,Estancia Santa Rita,-33.38333,-60.86667
3836043,Estancia Santa Rita,-32.24492,-62.27266
3836044,Estancia Santa Rita,-29.91667,-63.76667
3836045,Estancia Santa Rita,-29.38183,-66.76583
3836046,Escuela Santa Rita,-30.65,-63.73333
3836047,Chacra Santa Rita,-37.27653,-62.86512
3836048,Arroyo Santa Rita,-23.61667,-64.41667
3836049,Santa Rita,-31.23333,-62.23333
3836050,Santa Rita,-33.66667,-66.36667
3836051,Santa Rita,-32.57983,-66.93733
3836052,Santa Rita,-32.30796,-66.57101
3836053,Santa Rita,-32.09225,-65.88734
3836054,Santa Rita,-31.66821,-66.53346
3836055,Santa Rita,-31.64439,-65.20246
3836056,Santa Rita,-30.43333,-64.75
3836057,Santa Rita,-28.41667,-64.88333
3836058,Santa Rita,-27.45,-62.95
3836059,Santa Rita,-24.45636,-64.85146
3836060,Santa Rita,-24.20502,-61.61442
3836061,Santa Rita,-24.15,-62.2
3836062,Santa Rita,-23.75191,-64.32155
3836063,Estancia Santa Regina,-34.51687,-63.19355
3836064,Estancia Santa Regina,-25.53109,-60.18735
3836065,Santa Regina,-34.55041,-63.17315
3836066,Santarderina,-38.45,-64.51667
3836067,Estancia Santa Petrona,-36.27121,-60.34485
3836068,Puesto Santa Paula,-32.95071,-63.99306
3836069,Estancia Santa Paula,-37.76667,-64.76667
3836070,Estancia Santa Paula,-36.01887,-60.46355
3836071,Estancia Santa Paula,-34.45704,-62.52951
3836072,Santa Paula,-29.17089,-62.90674
3836073,Chacra Santa Orosia,-37.49034,-62.4314
3836074,Santa Olimpia,-26.88333,-63.88333
3836075,Estancia Santa Ofelia,-35.16923,-63.3016
3836076,Santa Nicolasa,-38.74703,-65.97787
3836077,Laguna Santana,-33.70386,-63.25547
3836078,Estancia Santa Mónica,-34.23573,-63.5755
3836079,Puesto Santa Marta,-36.40226,-60.49022
3836080,Estancia Santa Marta,-37.18824,-60.73341
3836081,Estancia Santa Marta,-34.65486,-61.41094
3836082,Colonia Santamarina,-36.3,-64.18333
3836083,Estancia Santa María Sur,-34.94465,-62.57934
3836084,Estancia Santa María Norte,-37.13333,-62.31667
3836085,Estancia Santa María Norte,-34.70241,-62.5725
3836086,Santa María Norte,-31.50191,-61.13676
3836087,Santa María de Oro,-33.2066,-68.43018
3836088,Volcán Santa María,-36.3,-69.33333
3836089,Villa Santa María,-32.95597,-63.18803
3836090,Sierra Santa María,-23.34262,-64.65086
3836091,Salar Santa María,-24.59282,-66.6378
3836092,Río Santa María,-26.02504,-65.86953
3836093,Río Santa María,-23.28333,-64.23333
3836094,Quebrada Santa María,-32.80133,-69.86156
3836095,Puesto Santa María,-30.36382,-66.16897
3836096,Puesto Santa María,-23.68333,-61.36667
3836097,Puesto Santa María,-22.48333,-62.33333
3836098,Paso Santa María,-39.08333,-67.38333
3836099,Estancia Santa María,-45.84285,-69.31721
3836100,Estancia Santa María,-40.21882,-62.64647
3836101,Estancia Santa María,-39.81667,-63.11667
3836102,Estancia Santa María,-39.57547,-62.52973
3836103,Estancia Santa María,-39.4033,-62.82088
3836104,Estancia Santa María,-38.85306,-61.66058
3836105,Estancia Santa María,-38.56667,-63.5
3836106,Estancia Santa María,-38.52297,-64.25837
3836107,Estancia Santa María,-38.09212,-60.73124
3836108,Estancia Santa María,-37.98574,-62.07418
3836109,Estancia Santa María,-37.92941,-60.3374
3836110,Estancia Santa María,-37.17369,-65.45694
3836111,Estancia Santa María,-36.73333,-62.18333
3836112,Estancia Santa María,-36.55177,-65.84952
3836113,Estancia Santa María,-36.38461,-60.52853
3836114,Estancia Santa María,-36.32171,-63.56601
3836115,Estancia Santa María,-35.87775,-60.02825
3836116,Estancia Santa María,-35.64937,-60.94957
3836117,Estancia Santa María,-35.65205,-60.48418
3836118,Estancia Santa María,-35.36967,-61.61821
3836119,Estancia Santa María,-35.26305,-60.55094
3836120,Santa María,-35.25926,-61.455
3836121,Estancia Santa María,-34.76768,-60.29592
3836122,Estancia Santa María,-34.72875,-62.11544
3836123,Estancia Santa María,-34.05149,-60.84654
3836124,Estancia Santa María,-33.45692,-61.08997
3836125,Estancia Santa María,-33.11867,-60.91569
3836126,Estancia Santa María,-32.67864,-63.83273
3836127,Estancia Santa Maria,-31.57104,-62.3837
3836128,Departamento de Santa María,-31.66667,-64.33333
3836129,Departamento de Santa María,-26.66667,-66.41667
3836130,Colonia Santa María,-36.97981,-62.58512
3836131,Colonia Santa María,-35.92917,-61.48802
3836132,Colonia Santa María,-34.06568,-61.3229
3836133,Cerro Santa María,-32.74776,-69.89146
3836134,Cerro Santa María,-23.41667,-64.9
3836135,Santa María,-37.55852,-61.87517
3836136,Santa María,-33.81266,-60.19324
3836137,Santa María,-31.26667,-64.46667
3836138,Santa María,-30.71667,-63.96667
3836139,Santa María,-29.48333,-63.4
3836140,Santa María,-29.26424,-63.86856
3836141,Santa María,-27.94985,-64.2205
3836142,Santa María,-26.69456,-66.04805
3836143,Santa María,-26.21797,-63.26033
3836144,Santa María,-22.15326,-62.80933
3836145,Santa María,-34.93333,-64.86667
3836146,Santa María,-32.88333,-61.38333
3836147,Santa María,-31.53333,-61.25
3836148,Santa María,-28.01667,-61.31667
3836149,Santa María,-25.23006,-60.34584
3836150,Santa María,-35.93333,-61.55
3836151,Santa María,-34.88631,-64.07685
3836152,Santa María,-33.86667,-66.75
3836153,Santa María,-32.6,-65.65
3836154,Santa María,-32.55,-66.91667
3836155,Santa María,-32.15,-66.11667
3836156,Santa María,-32.01667,-65.81667
3836157,Santa María,-31.73333,-64.56667
3836158,Santa María,-31.2,-64.3
3836159,Santa María,-29.68272,-64.17357
3836160,Santa María,-27.69667,-63.40696
3836161,Santa Maria,-35.23333,-61.43333
3836162,Estancia Santa Margarita,-37.38041,-61.24816
3836163,Estancia Santa Margarita,-35.87022,-63.9134
3836164,Estancia Santa Margarita,-34.35579,-60.92093
3836165,Estancia Santa Margarita,-32.40996,-62.40111
3836166,Santa Margarita,-28.31196,-61.54816
3836167,Estancia Santa Marcelina,-33.38333,-66.28333
3836168,Estancia Santa Magdalena de Galli,-44.03225,-65.45179
3836169,Estancia Santa Magdalena,-39.31087,-70.93351
3836170,Santa Magdalena,-34.51878,-63.94331
3836171,Estancia Santa Magda,-33.82649,-63.02012
3836172,Estancia Santa Luna,-54.28333,-67.06667
3836173,Estancia Santa Luisa,-38.13375,-60.45472
3836174,Estancia Santa Luisa,-35.61991,-61.15608
3836175,Estancia Santa Luisa,-26.13333,-63.78333
3836176,Santa Luisa,-37.12566,-60.41645
3836177,Cerrito Santa Lucía del Cuy,-39.76108,-68.37318
3836178,Santa Lucía del Cuy,-39.74117,-68.36909
3836179,Puesto Santa Lucía,-22.56667,-62.28333
3836180,Estancia Santa Lucía,-50.26226,-69.68518
3836181,Estancia Santa Lucía,-36.11804,-60.45655
3836182,Estancia Santa Lucía,-35.60606,-62.70045
3836183,Estancia Santa Lucía,-35.3719,-63.96652
3836184,Estancia Santa Lucía,-34.96511,-62.65786
3836185,Estancia Santa Lucía,-32.53409,-63.37084
3836186,Estancia Santa Lucia,-31.65973,-62.5487
3836187,Estancia Santa Lucía,-29.31847,-66.72588
3836188,Departamento de Santa Lucía,-31.53333,-68.46667
3836189,Colonia Santa Lucía,-33.22346,-62.05315
3836190,Colonia Santa Lucía,-24.70377,-65.02978
3836191,Cerro Santa Lucía,-50.75748,-72.3462
3836192,Cerro Santa Lucía,-29.85688,-69.78032
3836193,Cañada Santa Lucía,-33.12854,-62.00694
3836194,Santa Lucía,-31.54055,-68.49794
3836195,Santa Lucía,-29.28131,-60.40104
3836196,Santa Lucía,-29.12299,-65.22926
3836197,Santa Lucía,-28.74419,-64.69312
3836198,Santa Lucía,-28.72573,-63.51329
3836199,Santa Lucía,-33.06667,-61.98333
3836200,Santa Lucía,-29.3,-63.63333
3836201,Santa Lucía,-29.15,-61.66667
3836202,Santa Lucía,-28.72423,-63.5364
3836203,Santa Lucía,-28.68333,-63.46667
3836204,Santa Lucía,-34.01817,-61.78058
3836205,Santa Lucía,-32.38333,-68.05
3836206,Santa Lucía,-32.11667,-66.13333
3836207,Santa Lucía,-30.56667,-63.73333
3836208,Santa Lucía,-29.74275,-64.52818
3836209,Chacra Santa Laura,-31.45,-61.76667
3836210,Abra de Santa Laura,-24.49833,-65.30373
3836211,Santa Laura,-37.20536,-64.19082
3836212,Santa Justina,-27.68333,-62.63333
3836213,Estancia Santa Justa,-32.43931,-62.46179
3836214,Estancia Santa Julia,-33.24503,-63.70624
3836215,Cerro Santa Julia,-39.84864,-71.09901
3836216,Santa Julia,-33.2,-64.31667
3836217,Puesto Santa Juana,-40.04477,-71.36785
3836218,Estancia Santa Juana,-39.55515,-62.46454
3836219,Estancia Santa Juana,-37.592,-61.27943
3836220,Estancia Santa Juana,-36.98333,-62.33333
3836221,Estancia Santa Juana,-34.02059,-61.37191
3836222,Estancia Santa Juana,-32.76545,-62.47037
3836223,Santa Juana,-34.25,-64.56667
3836224,Santa Juana,-28.63333,-64.86667
3836225,Estancia Santa Josefina,-37.56899,-60.08321
3836226,Playa Santa Isabel,-43.423,-65.08167
3836227,Estancia Santa Isabel,-49,-68.11667
3836228,Estancia Santa Isabel,-39.99321,-70.85745
3836229,Estancia Santa Isabel,-39.88681,-70.51175
3836230,Estancia Santa Isabel,-38.11396,-70.71712
3836231,Santa Isabel,-37.20025,-61.6544
3836232,Estancia Santa Isabel,-35.17373,-62.40507
3836233,Estancia Santa Isabel,-33.86039,-61.48413
3836234,Estancia Santa Isabel,-33.59828,-62.01162
3836235,Estancia Santa Isabel,-32.50846,-61.69807
3836236,Estancia Santa Isabel,-30.99853,-60.47932
3836237,Cremería Santa Isabel,-36.03333,-61.1
3836238,Santa Isabel,-36.2302,-66.93897
3836239,Santa Isabel,-33.88705,-61.69285
3836240,Santa Isabel,-31.45106,-64.21228
3836241,Santa Isabel,-36.13404,-60.6179
3836242,Santa Isabel,-32.66667,-61.43333
3836243,Santa Isabel,-35.2389,-62.20986
3836244,Santa Isabel,-35.13333,-61.83333
3836245,Santa Isabel,-32.56667,-67.91667
3836246,Santa Isabel,-24.35435,-61.52957
3836247,Santa Isabel,-34.03333,-60.26667
3836248,Santa Irene,-33.4,-61.15
3836249,Estancia Santa Inés,-36.35,-62.1
3836250,Estancia Santa Inés,-35.38522,-62.58437
3836251,Estancia Santa Inés,-35.25656,-63.82128
3836252,Estancia Santa Inés,-35.14906,-60.55229
3836253,Estancia Santa Inés,-34.97946,-61.36253
3836254,Estancia Santa Inés,-32.66441,-63.28702
3836255,Escuela Santa Inés,-32.93604,-64.44668
3836256,Cabo Santa Inés,-54.11667,-67.1
3836257,Santa Inés,-35.40263,-62.59178
3836258,Santa Inés,-27.73333,-64.01667
3836259,Santa Inés,-29.57755,-61.85788
3836260,Estancia Santa Ida,-37.05,-62.13333
3836261,Estancia Santa Herminia,-35.0267,-62.32244
3836262,Estancia Santa Haydée,-31.90031,-62.66795
3836263,Isla Santa Gregoria,-39.18333,-66.18333
3836264,Estancia Santa Graciana,-38.3,-60.35
3836265,Santa Gertrudis,-25.1185,-65.51501
3836266,Estancia Santa Genoveva,-33.63503,-60.07596
3836267,Santa Genoveva,-39.38333,-65.75
3836268,Estancia Santa Florinda,-33.19848,-62.49995
3836269,Santa Florentina,-29.12985,-67.55634
3836270,Santa Filomena,-32.06667,-64.61667
3836271,Santa Felisa,-26.36949,-63.03814
3836272,Estancia Santa Felicita,-34.91397,-63.64263
3836273,Colonia Santafecina,-23.25,-62.66667
3836274,Río Santa Fe,-31.64324,-60.6806
3836275,Puesto Santa Fe,-29.25653,-66.74135
3836276,Santa Fe Province,-31,-61
3836277,Santa Fe,-31.64881,-60.70868
3836278,Santa Fe,-28.13336,-64.60229
3836279,Santa Fe,-23.48333,-63.43333
3836280,Aerodromo Santa Fe,-31.66667,-60.83333
3836281,Estancia Santa Eusebia,-33.08333,-63.91667
3836282,Estancia Santa Eulalia,-46.41453,-69.08781
3836283,Estancia Santa Eufemia,-37.90152,-60.71708
3836284,Santa Eufemia,-33.17659,-63.28281
3836285,Santa Eufemia,-29.7,-65.46667
3836286,Estancia Santa Esther,-32.40669,-60.22247
3836287,Estancia Santa Estela,-37.21198,-63.97202
3836288,Santa Emilia,-33.82738,-61.52343
3836289,Estancia Santa Ema,-34.6511,-60.59303
3836290,Laguna Santa Eloísa,-35.5,-61.96667
3836291,Estancia Santa Elisa,-35.44391,-62.04604
3836292,Santa Eleodora,-34.69456,-62.69545
3836293,Santa Elena Vieja,-29.3285,-67.2515
3836294,Quebrada Santa Elena,-32.60755,-69.3203
3836295,Puesto Santa Elena,-40.45717,-69.62943
3836296,Puesto Santa Elena,-24.43363,-60.32003
3836297,Puerto Santa Elena,-44.52289,-65.34865
3836298,Mina Santa Elena,-34.43824,-68.91307
3836299,Estancia Santa Elena,-47.56667,-66.8
3836300,Estancia Santa Elena,-44.46269,-65.36549
3836301,Estancia Santa Elena,-37.80939,-62.74795
3836302,Estancia Santa Elena,-37.19722,-61.42084
3836303,Estancia Santa Elena,-36.64529,-60.46042
3836304,Estancia Santa Elena,-36.4,-62.65
3836305,Estancia Santa Elena,-35.64844,-62.25522
3836306,Estancia Santa Elena,-35.55604,-61.13931
3836307,Estancia Santa Elena,-34.94524,-63.36349
3836308,Estancia Santa Elena,-34.91595,-62.16196
3836309,Estancia Santa Elena,-34.87846,-62.43076
3836310,Estancia Santa Elena,-34.26397,-60.05463
3836311,Estancia Santa Elena,-34.17526,-60.89602
3836312,Estancia Santa Elena,-34.08873,-60.77663
3836313,Estancia Santa Elena,-33.77255,-65.01572
3836314,Estancia Santa Elena,-33.15149,-62.00602
3836315,Estancia Santa Elena,-33.04509,-61.44382
3836316,Estancia Santa Elena,-32.7521,-62.43926
3836317,Estancia Santa Elena,-29.43796,-68.57958
3836318,Cuchilla Santa Elena,-35.20045,-70.29403
3836319,Colonia Santa Elena,-36.26667,-64.46667
3836320,Colonia Santa Elena,-32.55,-61.96667
3836322,Colonia Santa Elena,-30.64429,-61.42468
3836323,Cerro Santa Elena,-44.40295,-65.65545
3836324,Cerro Santa Elena,-41.56667,-71.6
3836325,Cerro Santa Elena,-39.51387,-70.43545
3836326,Cerro Torre de Santa Elena,-35.07899,-70.37241
3836327,Cañada Santa Elena,-33.41667,-60.65
3836328,Bajo de Santa Elena,-29.45689,-67.3423
3836329,Arroyo Santa Elena,-39.54092,-70.22914
3836330,Arroyo Santa Elena,-29.75,-62.85
3836331,Santa Elena,-37.34431,-60.60533
3836332,Santa Elena,-30.11542,-63.84195
3836333,Santa Elena,-32.63333,-69.21667
3836334,Santa Elena,-44.49411,-65.48876
3836335,Santa Elena,-32.93333,-61.45
3836336,Santa Elena,-25.37374,-60.74005
3836337,Santa Elena,-39.83333,-70.35
3836338,Santa Elena,-35.88333,-61.65
3836339,Santa Elena,-33.33333,-66.38333
3836340,Santa Elena,-28.16667,-64.53333
3836341,Santa Elena,-24.23794,-63.46426
3836342,Estancia Santa Dominga,-36.68424,-60.68529
3836343,Estancia Santa Dionisia,-33.23333,-66.06667
3836344,Río de Santa Cruz,-28.32543,-67.36872
3836345,Río Santa Cruz,-50.12895,-68.3535
3836346,Río Santa Cruz,-31.52313,-70.23585
3836347,Río Santa Cruz,-23.11667,-64.53333
3836348,Río Santa Cruz,-22.2,-64.88333
3836349,Quebrada de Santa Cruz,-28.42448,-67.50333
3836350,Santa Cruz Province,-49,-70
3836351,Estancia Santa Cruz,-35.63333,-61.96667
3836352,Desvío Santa Cruz,-31.31676,-66.46834
3836353,Cordillera de Santa Cruz,-31.68983,-70.24477
3836354,Almacén Santa Cruz,-26.38333,-60.21667
3836355,Santa Cruz,-30.24632,-64.16953
3836356,Santa Cruz,-28.81387,-64.6949
3836357,Santa Cruz,-28.50071,-65.66552
3836358,Santa Cruz,-28.48927,-67.6907
3836359,Santa Cruz,-28.28687,-67.20044
3836360,Santa Cruz,-27.66667,-64.26667
3836361,Santa Cruz,-27.38945,-65.45807
3836362,Santa Cruz,-23.21929,-64.9346
3836363,Santa Cruz de Aguilar,-22.15471,-65.0186
3836364,Santa Cruz,-28.91665,-66.52036
3836365,Santa Cruz,-29.75,-63.46667
3836366,Santa Cruz,-32.46667,-66.66667
3836367,Santa Cruz,-30.56667,-66.2
3836368,Santa Cruz,-28.11667,-64.86667
3836369,Santa Cruz,-23.7,-65.53333
3836370,Estancia Santacruceña,-50.2432,-69.64927
3836371,Santa Cornelia,-23.80414,-64.41594
3836372,Santa Colonia,-28.36667,-63.63333
3836373,Estancia Santa Clotilde,-35.77828,-62.61673
3836374,Estancia Santa Clementina,-37.732,-65.2339
3836375,Santa Clara de Saguier,-31.33774,-61.81837
3836376,Santa Clara de Buena Vista,-31.7639,-61.31982
3836377,Puesto Santa Clara de Arriba,-32.11025,-69.03453
3836378,Río Santa Clara,-33.30331,-69.45651
3836379,Río Santa Clara,-33.00497,-69.7711
3836380,Río Santa Clara,-32.11995,-68.97944
3836381,Puesto Santa Clara,-33.30332,-69.45746
3836382,Santa Clara,-32.1193,-68.98409
3836383,Portillo Santa Clara,-33.26649,-69.69321
3836384,Estancia Santa Clara,-40.01667,-62.35
3836385,Estancia Santa Clara,-38.72338,-63.87737
3836386,Estancia Santa Clara,-37.84298,-61.22678
3836387,Estancia Santa Clara,-37.74329,-61.71868
3836388,Estancia Santa Clara,-37.73447,-60.46428
3836389,Estancia Santa Clara,-37.06667,-61.78333
3836390,Estancia Santa Clara,-36.9198,-63.86315
3836391,Santa Clara,-36.82678,-61.7662
3836392,Estancia Santa Clara,-36.60456,-62.77311
3836393,Estancia Santa Clara,-33.43333,-65.9
3836394,Estancia Santa Clara,-33.42055,-63.79917
3836395,Estancia Santa Clara,-33.13026,-63.49411
3836396,Estancia Santa Clara,-32.78333,-60.26667
3836397,Estancia Santa Clara,-32.07177,-64.54729
3836398,Estancia Santa Clara,-27.79602,-65.01347
3836399,Estancia Santa Clara,-26.11667,-62.86667
3836400,Cremería Santa Clara,-31.31571,-61.79951
3836401,Cordón Santa Clara,-32.09118,-69.03876
3836402,Colonia Santa Clara,-33.46279,-63.82558
3836403,Cerro Santa Clara,-33.17453,-69.70923
3836404,Cañada Santa Clara,-33.38461,-60.65699
3836405,Arroyo Santa Clara,-23.52003,-64.65411
3836406,Santa Clara,-29.54377,-68.5396
3836407,Santa Clara,-24.30957,-64.66135
3836408,Santa Clara,-37.83333,-62.13333
3836409,Santa Clara,-32.96667,-61.41667
3836410,Santa Clara,-32.75,-61.25
3836411,Santa Clara,-29.96667,-60.6
3836412,Santa Clara,-32.55,-65.98333
3836413,Santa Clara,-24.7,-64.61667
3836414,Santa Clara,-35.38333,-60.43333
3836415,Estancia Santa Cecilia Sud,-36.08333,-62.06667
3836416,Estancia Santa Cecilia,-34.2104,-63.48281
3836417,Estancia Santa Cecilia,-33.81877,-63.24477
3836418,Río Santa Catalina,-30.96684,-64.15019
3836419,Río Santa Catalina,-22.18333,-65.93333
3836420,Isla de Santa Catalina,-40.7,-63.18333
3836421,Estancia Santa Catalina,-37.87055,-62.90677
3836422,Estancia Santa Catalina,-37.77844,-61.65816
3836423,Estancia Santa Catalina,-37.23489,-60.55842
3836424,Estancia Santa Catalina,-36.68333,-60.75
3836425,Estancia Santa Catalina,-36.31667,-60.88333
3836426,Estancia Santa Catalina,-36.18353,-60.60219
3836427,Estancia Santa Catalina,-35.78563,-63.59025
3836428,Estancia Santa Catalina,-35.79236,-62.59864
3836429,Estancia Santa Catalina,-34.5615,-63.6415
3836430,Estancia Santa Catalina,-34.48427,-63.22537
3836431,Estancia Santa Catalina,-33.95,-60.86667
3836432,Estancia Santa Catalina,-33.49372,-62.06575
3836433,Estancia Santa Catalina,-33.4719,-64.18222
3836434,Estancia Santa Catalina,-33.0407,-63.11823
3836435,Estancia Santa Catalina,-32.62264,-63.30426
3836436,Estancia Santa Catalina,-32.36414,-62.53531
3836437,Estancia Santa Catalina,-32.28108,-61.69959
3836438,Estancia Santa Catalina,-32.28333,-60.38333
3836439,Estancia Santa Catalina,-32.25,-61.41667
3836440,Estancia Santa Catalina,-31.6272,-62.71514
3836441,Estancia Santa Catalina,-31.45849,-60.59793
3836442,Estancia Santa Catalina,-31.36667,-60.3
3836443,Estancia Santa Catalina,-30.57033,-61.12395
3836444,Departamento de Santa Catalina,-22.08716,-66.14497
3836445,Arroyo Santa Catalina,-33.75882,-64.14706
3836446,Santa Catalina,-33.20693,-64.43596
3836447,Santa Catalina,-31.55179,-64.86193
3836448,Santa Catalina,-30.86982,-64.23367
3836449,Santa Catalina,-28.13333,-64.78333
3836450,Santa Catalina,-21.94567,-66.05188
3836451,Santa Catalina,-33.63333,-61.15
3836452,Santa Catalina,-33.48333,-64.06667
3836453,Santa Catalina,-33.38333,-61.96667
3836454,Santa Catalina,-31.48333,-62.45
3836455,Santa Catalina,-29.93333,-63.46667
3836456,Santa Catalina,-28.75,-64.96667
3836457,Santa Catalina,-28.43333,-63.13333
3836458,Santa Catalina,-35.58598,-65.50865
3836459,Santa Catalina,-32.30126,-65.86046
3836460,Santa Catalina,-33.48333,-64.06667
3836461,Isla Santa Cándida,-31.68371,-60.47991
3836462,Estancia Santa Camila,-36.25194,-65.53896
3836463,Estancia Santa Brígida,-35.43127,-61.2921
3836464,Cremería Santa Brígida,-34.36932,-62.00997
3836465,Colonia Santa Blanca,-33.04684,-68.65426
3836466,Estancia Santa Berta,-40.02311,-71.05924
3836467,Estancia Santa Benita,-35.68339,-62.8443
3836468,Santa Bárbara Sur,-32.71667,-64.1
3836469,Sierra de Santa Bárbara,-27.44276,-66.46782
3836470,Sierra Santa Bárbara,-24.13424,-64.4787
3836471,Puesto Santa Bárbara,-23.48333,-65.11667
3836472,Estancia Santa Bárbara,-32.56884,-64.06833
3836473,Departamento de Santa Bárbara,-23.83333,-64.4
3836474,Santa Bárbara,-26.93308,-65.25557
3836475,Santa Bárbara,-23.62337,-65.00436
3836476,Santa Bárbara,-28.47647,-64.32765
3836477,Santa Bárbara,-25.38333,-61.05
3836478,Santa Bárbara,-30.46667,-66.31667
3836479,Santa Bárbara,-29.94431,-66.8576
3836480,Santa Aurelia,-35.48124,-63.49663
3836481,Santa Anna,-25.45027,-65.60471
3836482,Estancia Santa Anita,-37.59481,-62.23196
3836483,Santa Anita,-33.48333,-64.66667
3836484,Estancia Santa Angélica,-33.87937,-63.2723
3836485,Estancia Santa Ángela,-31.86196,-62.26656
3836486,Santa Ángela,-29.05,-61.76667
3836487,Santa Ángela,-38.28333,-60.03333
3836488,Santa Ángela,-30.64052,-61.406
3836489,Estancia Santa Ana Sur,-34.66519,-62.47026
3836490,Río de Santa Ana,-23.36667,-65.06667
3836491,Puesto Santa Ana,-33.61138,-68.09911
3836492,Paso Santa Ana,-25.53457,-60.57921
3836494,Estancia Santa Ana,-45.4121,-69.49824
3836495,Estancia Santa Ana,-44.91498,-66.53475
3836496,Estancia Santa Ana,-44.10009,-65.24718
3836497,Estancia Santa Ana,-40.9,-62.83333
3836498,Estancia Santa Ana,-39.36369,-62.49968
3836499,Santa Ana,-37.7823,-61.89961
3836500,Estancia Santa Ana,-36.68797,-63.56153
3836501,Estancia Santa Ana,-36.44343,-65.26483
3836502,Estancia Santa Ana,-36.11539,-60.56703
3836503,Estancia Santa Ana,-35.57172,-63.83403
3836504,Estancia Santa Ana,-35.4598,-62.85307
3836505,Estancia Santa Ana,-34.5867,-62.39847
3836506,Estancia Santa Ana,-34.42853,-60.63414
3836507,Estancia Santa Ana,-34.21555,-63.57406
3836508,Estancia Santa Ana,-33.98178,-62.34464
3836509,Estancia Santa Ana,-33.7202,-61.37972
3836510,Estancia Santa Ana,-33.60172,-60.30558
3836511,Estancia Santa Ana,-32.4975,-60.24319
3836512,Estancia Santa Ana,-30.2657,-61.39762
3836513,Estancia Santa Ana,-27.18281,-63.0883
3836514,Establecimiento Santa Ana,-38.96492,-62.98757
3836515,Cumbre de Santa Ana,-27.51299,-65.89076
3836516,Cremería Santa Ana,-31.85174,-61.94751
3836517,Colonia Santa Ana,-35.48333,-64.11667
3836518,Colonia Santa Ana,-34.23333,-63.48333
3836519,Colonia Santa Ana,-27.46667,-65.7
3836520,Chacra Santa Ana,-37.32004,-62.55697
3836521,Cerro Santa Ana,-43.2,-68.6
3836522,Arroyo Santa Ana,-29.86667,-63.78333
3836523,Santa Ana,-30.79885,-65.19134
3836524,Santa Ana,-29.84583,-63.84629
3836525,Santa Ana,-29.39793,-63.59738
3836526,Santa Ana,-23.35566,-64.98798
3836527,Santa Ana de la Puna,-23.12588,-66.05377
3836528,Santa Ana,-29.01496,-61.29126
3836529,Santa Ana,-25.54047,-60.59638
3836530,Santa Ana,-31.68694,-64.55043
3836531,Santa Ana,-29.33439,-66.31782
3836532,Santa Ana,-28.36813,-61.87595
3836533,Santa Ana,-28.11667,-65.65
3836534,Santa Ana,-25.96667,-63.73333
3836535,Santa Ana,-24.35,-63.75
3836536,Estancia Santa Amalia,-39.83809,-70.86155
3836537,Estancia Santa Adela,-39.07488,-62.67884
3836538,San Solano,-31.47643,-65.9197
3836539,Estancia Sanso,-42.46514,-65.04377
3836540,Sansinena,-35.27587,-63.21407
3836541,Estancia San Simón,-36.96667,-61.43333
3836542,Estancia San Simón,-33.56939,-60.67948
3836543,Cerro San Simón,-25.21868,-65.27161
3836544,Puesto San Severo,-24.49208,-60.08018
3836545,San Severo,-33.53929,-63.04798
3836546,San Serafín,-26.4,-63.75
3836547,Serranías de San Sebastián,-53,-68.41667
3836548,Estancia San Sebastián,-36.6,-61.55
3836549,Estancia San Sebastián,-34.83581,-62.03296
3836550,Estancia San Sebastián,-32.2065,-61.97796
3836551,Departamento de Río Grande,-53.5,-68.33333
3836552,Colonia San Sebastián,-34.13333,-64.13333
